Path6_1(x)	Path6_1(y)	Path6_2(x)	Path6_2(y)	Path6_3(x)	Path6_3(y)	Path6_4(x)	Path6_4(y)	Path6_5(x)	Path6_5(y)	Path6_6(x)	Path6_6(y)	Path6_7(x)	Path6_7(y)	Path6_8(x)	Path6_8(y)	Path6_9(x)	Path6_9(y)	Path6_10(x)	Path6_10(y)	Path6_11(x)	Path6_11(y)	Path6_12(x)	Path6_12(y)	Path6_13(x)	Path6_13(y)	Path6_14(x)	Path6_14(y)	Path6_15(x)	Path6_15(y)	Path6_16(x)	Path6_16(y)	Path6_17(x)	Path6_17(y)	Path6_18(x)	Path6_18(y)	Path6_19(x)	Path6_19(y)	Path6_20(x)	Path6_20(y)	Path6_21(x)	Path6_21(y)	Path6_22(x)	Path6_22(y)	Path6_23(x)	Path6_23(y)	Path6_24(x)	Path6_24(y)	Path6_25(x)	Path6_25(y)	Path6_26(x)	Path6_26(y)	Path6_27(x)	Path6_27(y)	Path6_28(x)	Path6_28(y)	Path6_29(x)	Path6_29(y)	Path6_30(x)	Path6_30(y)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	5	32	5	32	5	32	5	32	14	17	14	17	22	25	22	25	27	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	5	31	5	31	5	31	5	31	13	17	13	17	21	25	21	25	26	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	5	30	5	30	5	30	5	30	12	17	12	17	20	25	20	25	25	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	29	5	29	5	29	5	29	5	29	11	17	12	18	19	25	19	25	24	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	28	5	28	5	28	5	28	5	28	10	17	12	19	18	25	18	25	23	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27	5	27	5	27	5	27	5	27	10	18	12	20	18	26	18	26	22	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	5	26	5	26	5	26	5	26	10	19	12	21	18	27	18	27	21	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	5	25	5	25	5	25	5	25	10	20	12	22	18	28	18	28	20	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	6	25	6	25	6	25	6	25	10	21	12	23	18	29	18	29	19	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	7	25	7	25	7	25	7	25	10	22	12	24	18	30	18	30	18	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	25	8	25	8	25	8	25	8	25	10	23	12	25	17	30	17	30	17	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	9	25	9	25	9	25	9	25	10	24	12	26	16	30	16	30	16	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	10	25	10	25	10	25	10	25	10	25	12	27	15	30	15	30	15	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	26	10	26	10	26	10	26	10	26	10	26	12	28	14	30	14	30	14	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	10	27	10	27	10	27	10	27	10	27	12	29	13	30	13	30	13	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	10	28	10	28	10	28	10	28	10	28	12	30	12	30	12	30	12	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	10	29	10	29	10	29	10	29	10	29	11	30	11	30	11	30	11	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30
