Path12_1(x)	Path12_1(y)	Path12_2(x)	Path12_2(y)	Path12_3(x)	Path12_3(y)	Path12_4(x)	Path12_4(y)	Path12_5(x)	Path12_5(y)	Path12_6(x)	Path12_6(y)	Path12_7(x)	Path12_7(y)	Path12_8(x)	Path12_8(y)	Path12_9(x)	Path12_9(y)	Path12_10(x)	Path12_10(y)	Path12_11(x)	Path12_11(y)	Path12_12(x)	Path12_12(y)	Path12_13(x)	Path12_13(y)	Path12_14(x)	Path12_14(y)	Path12_15(x)	Path12_15(y)	Path12_16(x)	Path12_16(y)	Path12_17(x)	Path12_17(y)	Path12_18(x)	Path12_18(y)	Path12_19(x)	Path12_19(y)	Path12_20(x)	Path12_20(y)	Path12_21(x)	Path12_21(y)	Path12_22(x)	Path12_22(y)	Path12_23(x)	Path12_23(y)	Path12_24(x)	Path12_24(y)	Path12_25(x)	Path12_25(y)	Path12_26(x)	Path12_26(y)	Path12_27(x)	Path12_27(y)	Path12_28(x)	Path12_28(y)	Path12_29(x)	Path12_29(y)	Path12_30(x)	Path12_30(y)	Path12_31(x)	Path12_31(y)	Path12_32(x)	Path12_32(y)	Path12_33(x)	Path12_33(y)	Path12_34(x)	Path12_34(y)	Path12_35(x)	Path12_35(y)	Path12_36(x)	Path12_36(y)	Path12_37(x)	Path12_37(y)	Path12_38(x)	Path12_38(y)	Path12_39(x)	Path12_39(y)	Path12_40(x)	Path12_40(y)
45	21	45	21	45	21	45	21	45	15	45	15	45	15	45	15	45	21	45	21	45	21	45	21	45	21	45	21	45	31	45	31	45	31	45	31	45	31	45	31	45	27	45	27	45	27	45	27	45	27	45	27	45	17	45	17	45	17	45	17	45	17	45	17	45	21	45	21	45	27	45	27	45	27	45	27	45	21	45	21
45	22	45	22	45	22	45	22	45	16	45	16	45	16	45	16	45	22	45	22	45	22	45	22	45	22	45	22	45	32	45	32	45	32	45	32	45	32	45	32	45	26	45	26	45	26	45	26	45	26	45	26	45	16	45	16	45	16	45	16	45	16	45	16	45	22	45	22	45	28	45	28	45	26	45	26	45	20	45	20
44	22	44	22	44	22	44	22	45	17	45	17	45	17	45	17	44	22	44	22	44	22	44	22	44	22	44	22	45	33	45	33	45	33	45	33	45	33	45	33	45	25	45	25	45	25	45	25	45	25	45	25	45	15	45	15	45	15	45	15	45	15	45	15	44	22	44	22	45	29	45	29	45	25	45	25	45	19	45	19
43	22	43	22	43	22	43	22	45	18	45	18	45	18	45	18	43	22	43	22	43	22	43	22	43	22	43	22	45	34	45	34	45	34	45	34	45	34	45	34	45	24	45	24	45	24	45	24	45	24	45	24	45	14	45	14	45	14	45	14	45	14	45	14	43	22	43	22	45	30	45	30	45	24	45	24	45	18	45	18
42	22	42	22	42	22	42	22	45	19	45	19	45	19	45	19	42	22	42	22	42	22	42	22	42	22	42	22	45	35	45	35	45	35	45	35	45	35	45	35	45	23	45	23	45	23	45	23	45	23	45	23	45	15	45	15	45	15	45	15	45	15	45	15	42	22	42	22	45	31	45	31	45	23	45	23	45	17	45	17
41	22	41	22	41	22	41	22	45	20	45	20	45	20	45	20	41	22	41	22	41	22	41	22	41	22	41	22	45	36	45	36	45	36	45	36	45	36	45	36	45	22	45	22	45	22	45	22	45	22	45	22	45	16	45	16	45	16	45	16	45	16	45	16	41	22	41	22	45	32	45	32	45	22	45	22	45	16	45	16
40	22	40	22	40	22	40	22	45	21	45	21	45	21	45	21	40	22	40	22	40	22	40	22	40	22	40	22	45	37	45	37	45	37	45	37	45	37	45	37	45	21	45	21	45	21	45	21	45	21	45	21	45	17	45	17	45	17	45	17	45	17	45	17	40	22	40	22	45	33	45	33	45	21	45	21	45	15	45	15
40	23	40	23	40	23	40	23	45	22	45	22	45	22	45	22	40	23	40	23	40	23	40	23	40	23	40	23	45	38	45	38	45	38	45	38	45	38	45	38	45	20	45	20	45	20	45	20	45	20	45	20	45	18	45	18	45	18	45	18	45	18	45	18	40	23	40	23	45	34	45	34	45	20	45	20	45	14	45	14
40	24	40	24	40	24	40	24	45	23	45	23	45	23	45	23	40	24	40	24	40	24	40	24	40	24	40	24	45	39	45	39	45	39	45	39	45	39	45	39	45	19	45	19	45	19	45	19	45	19	45	19	45	19	45	19	45	19	45	19	45	19	45	19	40	24	40	24	45	35	45	35	45	19	45	19	45	15	45	15
40	25	40	25	40	25	40	25	45	24	45	24	45	24	45	24	40	25	40	25	40	25	40	25	40	25	40	25	45	40	45	40	45	40	45	40	45	40	45	40	45	18	45	18	45	18	45	18	45	18	45	18	45	20	45	20	45	20	45	20	45	20	45	20	40	25	40	25	45	36	45	36	45	18	45	18	45	16	45	16
40	26	40	26	40	26	40	26	45	25	45	25	45	25	45	25	40	26	40	26	40	26	40	26	40	26	40	26	45	41	45	41	45	41	45	41	45	41	45	41	45	17	45	17	45	17	45	17	45	17	45	17	45	21	45	21	45	21	45	21	45	21	45	21	40	26	40	26	45	37	45	37	45	17	45	17	45	17	45	17
40	27	40	27	40	27	40	27	45	26	45	26	45	26	45	26	40	27	40	27	40	27	40	27	40	27	40	27	45	42	45	42	45	42	45	42	45	42	45	42	45	16	45	16	45	16	45	16	45	16	45	16	45	22	45	22	45	22	45	22	45	22	45	22	40	27	40	27	45	38	45	38	45	16	45	16	45	18	45	18
39	27	39	27	39	27	39	27	45	27	45	27	45	27	45	27	39	27	39	27	39	27	39	27	39	27	39	27	45	43	45	43	45	43	45	43	45	43	45	43	45	15	45	15	45	15	45	15	45	15	45	15	45	23	45	23	45	23	45	23	45	23	45	23	39	27	39	27	45	39	45	39	45	15	45	15	45	19	45	19
38	27	38	27	38	27	38	27	45	28	45	28	45	28	45	28	38	27	38	27	38	27	38	27	38	27	38	27	45	44	45	44	45	44	45	44	45	44	45	44	45	14	45	14	45	14	45	14	45	14	45	14	45	24	45	24	45	24	45	24	45	24	45	24	38	27	38	27	45	40	45	40	45	14	45	14	45	20	45	20
37	27	37	27	37	27	37	27	45	29	45	29	45	29	45	29	37	27	37	27	37	27	37	27	37	27	37	27	45	45	45	45	45	45	45	45	45	45	45	45	45	15	45	15	45	15	45	15	45	15	45	15	45	25	45	25	45	25	45	25	45	25	45	25	37	27	37	27	45	41	45	41	45	15	45	15	45	21	45	21
36	27	36	27	36	27	36	27	45	30	45	30	45	30	45	30	36	27	36	27	36	27	36	27	36	27	36	27	44	45	44	45	44	45	44	45	44	45	44	45	45	16	45	16	45	16	45	16	45	16	45	16	45	26	45	26	45	26	45	26	45	26	45	26	36	27	36	27	45	42	45	42	45	16	45	16	45	22	45	22
35	27	35	27	35	27	35	27	45	31	45	31	45	31	45	31	35	27	35	27	35	27	35	27	35	27	35	27	43	45	43	45	43	45	43	45	43	45	43	45	45	17	45	17	45	17	45	17	45	17	45	17	45	27	45	27	45	27	45	27	45	27	45	27	35	27	35	27	45	43	45	43	45	17	45	17	45	23	45	23
34	27	34	27	34	27	34	27	45	32	45	32	45	32	45	32	34	27	34	27	34	27	34	27	34	27	34	27	42	45	42	45	42	45	42	45	42	45	42	45	45	18	45	18	45	18	45	18	45	18	45	18	45	28	45	28	45	28	45	28	45	28	45	28	34	27	34	27	45	44	45	44	45	18	45	18	45	24	45	24
33	27	33	27	33	27	33	27	45	33	45	33	45	33	45	33	33	27	33	27	33	27	33	27	33	27	33	27	41	45	41	45	41	45	41	45	41	45	41	45	45	19	45	19	45	19	45	19	45	19	45	19	45	29	45	29	45	29	45	29	45	29	45	29	33	27	33	27	45	45	45	45	45	19	45	19	45	25	45	25
32	27	32	27	32	27	32	27	45	34	45	34	45	34	45	34	32	27	32	27	32	27	32	27	32	27	32	27	40	45	40	45	40	45	40	45	40	45	40	45	45	20	45	20	45	20	45	20	45	20	45	20	45	30	45	30	45	30	45	30	45	30	45	30	32	27	32	27	44	45	44	45	45	20	45	20	45	26	45	26
31	27	31	27	31	27	31	27	45	35	45	35	45	35	45	35	32	28	32	28	31	27	31	27	32	28	32	28	39	45	39	45	39	45	39	45	39	45	39	45	45	21	45	21	45	21	45	21	45	21	45	21	45	31	45	31	45	31	45	31	45	31	45	31	32	28	32	28	43	45	43	45	45	21	45	21	45	27	45	27
30	27	30	27	30	27	30	27	45	36	45	36	45	36	45	36	32	29	32	29	30	27	30	27	32	29	32	29	38	45	38	45	38	45	38	45	38	45	38	45	45	22	45	22	45	22	45	22	45	22	45	22	45	32	45	32	45	32	45	32	45	32	45	32	32	29	32	29	42	45	42	45	45	22	45	22	45	28	45	28
30	28	30	28	30	28	30	28	45	37	45	37	45	37	45	37	32	30	32	30	30	28	30	28	32	30	32	30	37	45	37	45	37	45	37	45	37	45	37	45	44	22	44	22	44	22	44	22	44	22	44	22	45	33	45	33	45	33	45	33	45	33	45	33	32	30	32	30	41	45	41	45	44	22	44	22	45	29	45	29
30	29	30	29	30	29	30	29	45	38	45	38	45	38	45	38	32	31	32	31	30	29	30	29	32	31	32	31	36	45	36	45	36	45	36	45	36	45	36	45	43	22	43	22	43	22	43	22	43	22	43	22	45	34	45	34	45	34	45	34	45	34	45	34	32	31	32	31	40	45	40	45	43	22	43	22	45	30	45	30
30	30	30	30	30	30	30	30	45	39	45	39	45	39	45	39	32	32	32	32	30	30	30	30	32	32	32	32	35	45	35	45	35	45	35	45	35	45	35	45	42	22	42	22	42	22	42	22	42	22	42	22	45	35	45	35	45	35	45	35	45	35	45	35	32	32	32	32	39	45	39	45	42	22	42	22	45	31	45	31
29	30	29	30	29	30	29	30	45	40	45	40	45	40	45	40	32	33	32	33	29	30	29	30	32	33	32	33	34	45	34	45	34	45	34	45	34	45	34	45	41	22	41	22	41	22	41	22	41	22	41	22	45	36	45	36	45	36	45	36	45	36	45	36	32	33	32	33	38	45	38	45	41	22	41	22	45	32	45	32
28	30	28	30	28	30	28	30	45	41	45	41	45	41	45	41	32	34	32	34	28	30	28	30	32	34	32	34	33	45	33	45	33	45	33	45	33	45	33	45	40	22	40	22	40	22	40	22	40	22	40	22	45	37	45	37	45	37	45	37	45	37	45	37	32	34	32	34	37	45	37	45	40	22	40	22	45	33	45	33
27	30	27	30	27	30	27	30	45	42	45	42	45	42	45	42	32	35	32	35	27	30	27	30	32	35	32	35	32	45	32	45	32	45	32	45	32	45	32	45	40	23	40	23	40	23	40	23	40	23	40	23	45	38	45	38	45	38	45	38	45	38	45	38	32	35	32	35	36	45	36	45	40	23	40	23	45	34	45	34
26	30	26	30	26	30	26	30	45	43	45	43	45	43	45	43	32	36	32	36	26	30	26	30	31	35	31	35	31	45	31	45	31	45	32	44	32	44	32	44	40	24	40	24	40	24	40	24	40	24	40	24	45	39	45	39	45	39	45	39	45	39	45	39	32	36	32	36	35	45	35	45	40	24	40	24	45	35	45	35
25	30	25	30	25	30	25	30	45	44	45	44	45	44	45	44	32	37	32	37	25	30	25	30	30	35	30	35	30	45	30	45	30	45	32	43	32	43	32	43	40	25	40	25	40	25	40	25	40	25	40	25	45	40	45	40	45	40	45	40	45	40	45	40	32	37	32	37	34	45	34	45	40	25	40	25	45	36	45	36
24	30	24	30	24	30	24	30	45	45	45	45	45	45	45	45	32	38	32	38	24	30	24	30	29	35	29	35	29	45	29	45	29	45	32	42	32	42	32	42	40	26	40	26	40	26	40	26	40	26	40	26	45	41	45	41	45	41	45	41	45	41	45	41	32	38	32	38	33	45	33	45	40	26	40	26	45	37	45	37
23	30	23	30	23	30	23	30	44	45	44	45	44	45	44	45	32	39	32	39	23	30	23	30	28	35	28	35	28	45	28	45	28	45	31	42	31	42	31	42	40	27	40	27	40	27	40	27	40	27	40	27	45	42	45	42	45	42	45	42	45	42	45	42	32	39	32	39	32	45	32	45	40	27	40	27	45	38	45	38
22	30	22	30	23	29	23	29	43	45	43	45	43	45	43	45	32	40	32	40	23	31	23	31	27	35	27	35	27	45	27	45	27	45	30	42	30	42	30	42	39	27	39	27	39	27	39	27	39	27	39	27	45	43	45	43	45	43	45	43	45	43	45	43	32	40	32	40	32	44	31	45	39	27	39	27	45	39	45	39
21	30	21	30	23	28	23	28	42	45	42	45	42	45	42	45	31	40	31	40	23	32	23	32	26	35	26	35	26	45	26	45	26	45	29	42	29	42	29	42	38	27	38	27	38	27	38	27	38	27	38	27	45	44	45	44	45	44	45	44	45	44	45	44	32	41	32	41	32	43	30	45	38	27	38	27	45	40	45	40
20	30	20	30	23	27	23	27	41	45	41	45	41	45	41	45	30	40	30	40	23	33	23	33	25	35	25	35	25	45	25	45	25	45	28	42	28	42	28	42	37	27	37	27	37	27	37	27	37	27	37	27	45	45	45	45	45	45	45	45	45	45	45	45	32	42	32	42	32	42	29	45	37	27	37	27	45	41	45	41
20	29	20	29	22	27	22	27	40	45	40	45	40	45	40	45	29	40	29	40	23	34	23	34	24	35	24	35	24	45	24	45	24	45	27	42	27	42	27	42	36	27	36	27	36	27	36	27	36	27	36	27	44	45	44	45	44	45	44	45	44	45	44	45	31	42	31	42	31	42	28	45	36	27	36	27	45	42	45	42
20	28	20	28	21	27	21	27	39	45	39	45	39	45	39	45	28	40	28	40	23	35	23	35	23	35	23	35	23	45	23	45	23	45	26	42	26	42	26	42	35	27	35	27	35	27	35	27	35	27	35	27	43	45	43	45	43	45	43	45	43	45	43	45	30	42	30	42	30	42	27	45	35	27	35	27	45	43	45	43
20	27	20	27	20	27	20	27	38	45	38	45	38	45	38	45	27	40	27	40	22	35	22	35	22	35	22	35	22	45	22	45	22	45	25	42	25	42	25	42	34	27	34	27	34	27	34	27	34	27	34	27	42	45	42	45	42	45	42	45	42	45	42	45	29	42	29	42	29	42	26	45	34	27	34	27	45	44	45	44
19	27	19	27	19	27	19	27	37	45	37	45	37	45	37	45	26	40	26	40	21	35	21	35	21	35	21	35	21	45	21	45	21	45	24	42	24	42	24	42	33	27	33	27	33	27	33	27	33	27	33	27	41	45	41	45	41	45	41	45	41	45	41	45	28	42	28	42	28	42	25	45	33	27	33	27	45	45	45	45
18	27	18	27	18	27	18	27	36	45	36	45	36	45	36	45	25	40	25	40	20	35	20	35	20	35	20	35	20	45	20	45	20	45	23	42	23	42	23	42	32	27	32	27	32	27	32	27	32	27	32	27	40	45	40	45	40	45	40	45	40	45	40	45	27	42	27	42	27	42	24	45	32	27	32	27	44	45	44	45
17	27	17	27	17	27	17	27	35	45	35	45	35	45	35	45	24	40	24	40	19	35	19	35	19	35	19	35	19	45	19	45	19	45	22	42	22	42	22	42	32	28	32	28	32	28	32	28	31	27	31	27	39	45	39	45	39	45	39	45	39	45	39	45	26	42	26	42	26	42	23	45	32	28	32	28	43	45	43	45
16	27	16	27	16	27	16	27	34	45	34	45	34	45	34	45	23	40	23	40	18	35	18	35	18	35	18	35	18	45	18	45	18	45	21	42	21	42	21	42	32	29	32	29	32	29	32	29	30	27	30	27	38	45	38	45	38	45	38	45	38	45	38	45	25	42	25	42	25	42	22	45	32	29	32	29	42	45	42	45
15	27	15	27	15	27	15	27	33	45	33	45	33	45	33	45	22	40	22	40	17	35	17	35	17	35	17	35	17	45	17	45	17	45	20	42	20	42	20	42	32	30	32	30	32	30	32	30	30	28	30	28	37	45	37	45	37	45	37	45	37	45	37	45	24	42	24	42	24	42	21	45	32	30	32	30	41	45	41	45
14	27	14	27	14	27	14	27	32	45	32	45	32	45	32	45	21	40	21	40	17	36	17	36	17	36	17	36	17	44	17	44	17	44	19	42	19	42	19	42	32	31	32	31	32	31	32	31	30	29	30	29	36	45	36	45	36	45	36	45	36	45	36	45	23	42	23	42	23	42	20	45	32	31	32	31	40	45	40	45
13	27	13	27	13	27	13	27	31	45	31	45	32	44	32	44	20	40	20	40	17	37	17	37	17	37	17	37	17	43	17	43	17	43	18	42	18	42	18	42	32	32	32	32	32	32	32	32	30	30	30	30	35	45	35	45	35	45	35	45	35	45	35	45	22	42	22	42	22	42	19	45	32	32	32	32	39	45	39	45
12	27	12	27	12	27	12	27	30	45	30	45	32	43	32	43	19	40	19	40	17	38	17	38	17	38	17	38	17	42	17	42	17	42	17	42	17	42	17	42	32	33	32	33	32	33	32	33	29	30	29	30	34	45	34	45	34	45	34	45	34	45	34	45	21	42	21	42	21	42	18	45	32	33	32	33	38	45	38	45
11	27	11	27	11	27	11	27	29	45	29	45	32	42	32	42	18	40	18	40	17	39	17	39	17	39	17	39	17	41	17	41	17	41	17	41	17	41	17	41	32	34	32	34	32	34	32	34	28	30	28	30	33	45	33	45	33	45	33	45	33	45	33	45	20	42	20	42	20	42	17	45	32	34	32	34	37	45	37	45
10	27	10	27	10	27	10	27	28	45	28	45	31	42	31	42	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	32	35	32	35	32	35	32	35	27	30	27	30	32	45	32	45	32	45	32	45	32	45	32	45	19	42	19	42	19	42	17	44	32	35	32	35	36	45	36	45
9	27	9	27	9	27	9	27	27	45	27	45	30	42	30	42	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	32	36	32	36	31	35	31	35	26	30	26	30	31	45	31	45	31	45	32	44	32	44	32	44	18	42	18	42	18	42	17	43	32	36	32	36	35	45	35	45
8	27	8	27	8	27	8	27	26	45	26	45	29	42	29	42	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	32	37	32	37	30	35	30	35	25	30	25	30	30	45	30	45	30	45	32	43	32	43	32	43	17	42	17	42	17	42	17	42	32	37	32	37	34	45	34	45
7	27	7	27	7	27	7	27	25	45	25	45	28	42	28	42	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	32	38	32	38	29	35	29	35	24	30	24	30	29	45	29	45	29	45	32	42	32	42	32	42	17	41	17	41	17	41	17	41	32	38	32	38	33	45	33	45
6	27	6	27	6	27	6	27	24	45	24	45	27	42	27	42	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	32	39	32	39	28	35	28	35	23	30	23	30	28	45	28	45	28	45	31	42	31	42	31	42	17	40	17	40	17	40	17	40	32	39	32	39	32	45	32	45
5	27	5	27	5	27	5	27	23	45	23	45	26	42	26	42	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	32	40	32	40	27	35	27	35	23	31	23	31	27	45	27	45	27	45	30	42	30	42	30	42	16	40	16	40	16	40	16	40	32	40	32	40	32	44	31	45
5	28	5	28	5	28	5	28	22	45	22	45	25	42	25	42	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	31	40	31	40	26	35	26	35	23	32	23	32	26	45	26	45	26	45	29	42	29	42	29	42	15	40	15	40	15	40	15	40	32	41	32	41	32	43	30	45
5	29	5	29	5	29	5	29	21	45	21	45	24	42	24	42	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	30	40	30	40	25	35	25	35	23	33	23	33	25	45	25	45	25	45	28	42	28	42	28	42	14	40	14	40	14	40	14	40	32	42	32	42	32	42	29	45
5	30	5	30	5	30	5	30	20	45	20	45	23	42	23	42	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	29	40	29	40	24	35	24	35	23	34	23	34	24	45	24	45	24	45	27	42	27	42	27	42	13	40	13	40	13	40	13	40	31	42	31	42	31	42	28	45
5	31	5	31	5	31	5	31	19	45	19	45	22	42	22	42	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	28	40	28	40	23	35	23	35	23	35	23	35	23	45	23	45	23	45	26	42	26	42	26	42	12	40	12	40	12	40	12	40	30	42	30	42	30	42	27	45
5	32	5	32	5	32	5	32	18	45	18	45	21	42	21	42	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	27	40	27	40	22	35	22	35	22	35	22	35	22	45	22	45	22	45	25	42	25	42	25	42	11	40	11	40	11	40	11	40	29	42	29	42	29	42	26	45
5	33	5	33	5	33	5	33	17	45	17	45	20	42	20	42	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	26	40	26	40	21	35	21	35	21	35	21	35	21	45	21	45	21	45	24	42	24	42	24	42	10	40	10	40	10	40	10	40	28	42	28	42	28	42	25	45
5	34	5	34	5	34	5	34	17	44	17	44	19	42	19	42	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	25	40	25	40	20	35	20	35	20	35	20	35	20	45	20	45	20	45	23	42	23	42	23	42	9	40	9	40	9	40	9	40	27	42	27	42	27	42	24	45
5	35	5	35	5	35	5	35	17	43	17	43	18	42	18	42	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	24	40	24	40	19	35	19	35	19	35	19	35	19	45	19	45	19	45	22	42	22	42	22	42	8	40	8	40	8	40	8	40	26	42	26	42	26	42	23	45
5	36	5	36	5	36	5	36	17	42	17	42	17	42	17	42	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	23	40	23	40	18	35	18	35	18	35	18	35	18	45	18	45	18	45	21	42	21	42	21	42	7	40	7	40	7	40	7	40	25	42	25	42	25	42	22	45
5	37	5	37	5	37	5	37	17	41	17	41	17	41	17	41	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	22	40	22	40	17	35	17	35	17	35	17	35	17	45	17	45	17	45	20	42	20	42	20	42	6	40	6	40	6	40	6	40	24	42	24	42	24	42	21	45
5	38	5	38	5	38	5	38	17	40	17	40	17	40	17	40	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	21	40	21	40	17	36	17	36	17	36	17	36	17	44	17	44	17	44	19	42	19	42	19	42	5	40	5	40	5	40	5	40	23	42	23	42	23	42	20	45
5	39	5	39	5	39	5	39	16	40	16	40	16	40	16	40	5	35	5	35	5	35	5	35	5	35	5	35	5	35	5	35	5	35	5	35	5	35	5	35	20	40	20	40	17	37	17	37	17	37	17	37	17	43	17	43	17	43	18	42	18	42	18	42	5	39	5	39	5	39	5	39	22	42	22	42	22	42	19	45
5	40	5	40	5	40	5	40	15	40	15	40	15	40	15	40	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	5	36	19	40	19	40	17	38	17	38	17	38	17	38	17	42	17	42	17	42	17	42	17	42	17	42	5	38	5	38	5	38	5	38	21	42	21	42	21	42	18	45
6	40	6	40	6	40	6	40	14	40	14	40	14	40	14	40	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	5	37	18	40	18	40	17	39	17	39	17	39	17	39	17	41	17	41	17	41	17	41	17	41	17	41	5	37	5	37	5	37	5	37	20	42	20	42	20	42	17	45
7	40	7	40	7	40	7	40	13	40	13	40	13	40	13	40	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	5	38	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	17	40	5	36	5	36	5	36	5	36	19	42	19	42	19	42	17	44
8	40	8	40	8	40	8	40	12	40	12	40	12	40	12	40	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	5	39	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	16	40	5	35	5	35	5	35	5	35	18	42	18	42	18	42	17	43
9	40	9	40	9	40	9	40	11	40	11	40	11	40	11	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	5	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	15	40	5	36	5	36	5	36	5	36	17	42	17	42	17	42	17	42
10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	6	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	14	40	5	37	5	37	5	37	5	37	17	41	17	41	17	41	17	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	7	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	13	40	5	38	5	38	5	38	5	38	17	40	17	40	17	40	17	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	8	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	12	40	5	39	5	39	5	39	5	39	16	40	16	40	16	40	16	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	9	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	11	40	5	40	5	40	5	40	5	40	15	40	15	40	15	40	15	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	6	40	6	40	6	40	6	40	14	40	14	40	14	40	14	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	40	7	40	7	40	7	40	13	40	13	40	13	40	13	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	40	8	40	8	40	8	40	12	40	12	40	12	40	12	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	9	40	9	40	9	40	11	40	11	40	11	40	11	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40
